"rep","Time","Pop_size","Pop_est"
1,1,13,13
1,2,12,12
1,3,12,12
1,4,8,8
1,5,5,5
1,6,8,8
1,7,13,13
1,8,11,11
1,9,9,9
1,10,6,6
1,11,6,6
1,12,5,5
1,13,5,5
1,14,5,5
1,15,5,5
1,16,4,4
1,17,3,3
1,18,5,5
1,19,7,7
1,20,4,4
1,21,4,4
1,22,4,4
1,23,4,4
1,24,4,4
1,25,4,4
1,26,4,4
1,27,3,3
1,28,3,3
1,29,3,3
1,30,5,5
1,31,8,8
1,32,6,6
1,33,5,5
1,34,4,4
1,35,4,4
1,36,4,4
1,37,4,4
1,38,4,4
1,39,4,4
1,40,2,2
1,41,2,2
1,42,2,2
1,43,0,0
1,44,0,0
1,45,0,0
1,46,0,0
1,47,0,0
1,48,0,0
2,1,13,13
2,2,12,12
2,3,9,9
2,4,7,7
2,5,6,6
2,6,14,14
2,7,32,32
2,8,27,27
2,9,25,25
2,10,23,23
2,11,22,22
2,12,22,22
2,13,22,22
2,14,20,20
2,15,18,18
2,16,14,14
2,17,12,12
2,18,29,29
2,19,49,49
2,20,38,38
2,21,33,33
2,22,29,29
2,23,27,27
2,24,25,25
2,25,25,25
2,26,24,24
2,27,23,23
2,28,21,21
2,29,21,21
2,30,39,39
2,31,75,75
2,32,56,56
2,33,55,55
2,34,47,47
2,35,47,47
2,36,45,45
2,37,44,44
2,38,44,44
2,39,40,40
2,40,28,28
2,41,22,22
2,42,41,41
2,43,88,88
2,44,77,77
2,45,67,67
2,46,58,58
2,47,55,55
2,48,54,54
3,1,12,12
3,2,12,12
3,3,11,11
3,4,10,10
3,5,8,8
3,6,18,18
3,7,31,31
3,8,25,25
3,9,20,20
3,10,17,17
3,11,17,17
3,12,16,16
3,13,16,16
3,14,15,15
3,15,12,12
3,16,11,11
3,17,8,8
3,18,12,12
3,19,22,22
3,20,20,20
3,21,19,19
3,22,15,15
3,23,15,15
3,24,15,15
3,25,15,15
3,26,15,15
3,27,12,12
3,28,10,10
3,29,9,9
3,30,15,15
3,31,20,20
3,32,17,17
3,33,16,16
3,34,14,14
3,35,14,14
3,36,13,13
3,37,13,13
3,38,11,11
3,39,10,10
3,40,8,8
3,41,7,7
3,42,13,13
3,43,15,15
3,44,12,12
3,45,12,12
3,46,11,11
3,47,11,11
3,48,11,11
4,1,12,12
4,2,12,12
4,3,10,10
4,4,7,7
4,5,7,7
4,6,12,12
4,7,21,21
4,8,20,20
4,9,16,16
4,10,14,14
4,11,14,14
4,12,14,14
4,13,13,13
4,14,13,13
4,15,11,11
4,16,5,5
4,17,4,4
4,18,3,3
4,19,5,5
4,20,3,3
4,21,3,3
4,22,2,2
4,23,2,2
4,24,2,2
4,25,2,2
4,26,2,2
4,27,2,2
4,28,0,0
4,29,0,0
4,30,0,0
4,31,0,0
4,32,0,0
4,33,0,0
4,34,0,0
4,35,0,0
4,36,0,0
4,37,0,0
4,38,0,0
4,39,0,0
4,40,0,0
4,41,0,0
4,42,0,0
4,43,0,0
