"rep","Time","Pop_size","Pop_est"
1,1,226,226
1,2,135,135
1,3,118,118
1,4,96,96
1,5,71,71
1,6,219,219
1,7,258,258
1,8,245,245
1,9,204,204
1,10,177,177
1,11,167,167
1,12,159,159
1,13,152,152
1,14,140,140
1,15,125,125
1,16,105,105
1,17,82,82
1,18,266,266
1,19,362,362
1,20,408,408
1,21,358,358
1,22,319,319
1,23,298,298
1,24,289,289
1,25,287,287
1,26,276,276
1,27,255,255
1,28,208,208
1,29,158,158
1,30,516,516
1,31,748,748
1,32,806,806
1,33,696,696
1,34,619,619
1,35,579,579
1,36,562,562
1,37,547,547
1,38,519,519
1,39,472,472
1,40,385,385
1,41,329,329
1,42,1108,1108
1,43,1512,1512
1,44,1699,1699
1,45,1428,1428
1,46,1264,1264
1,47,1189,1189
1,48,1131,1131
1,49,1104,1104
1,50,1046,1046
1,51,948,948
1,52,766,766
1,53,621,621
1,54,2211,2211
1,55,2953,2953
1,56,3146,3146
1,57,2529,2529
1,58,2264,2264
1,59,2123,2123
1,60,2033,2033
2,1,227,227
2,2,124,124
2,3,105,105
2,4,88,88
2,5,59,59
2,6,146,146
2,7,171,171
2,8,161,161
2,9,132,132
2,10,119,119
2,11,115,115
2,12,110,110
2,13,109,109
2,14,106,106
2,15,92,92
2,16,72,72
2,17,55,55
2,18,153,153
2,19,208,208
2,20,205,205
2,21,179,179
2,22,159,159
2,23,148,148
2,24,136,136
2,25,134,134
2,26,128,128
2,27,115,115
2,28,89,89
2,29,69,69
2,30,226,226
2,31,308,308
2,32,320,320
2,33,273,273
2,34,240,240
2,35,222,222
2,36,213,213
2,37,209,209
2,38,198,198
2,39,182,182
2,40,153,153
2,41,125,125
2,42,401,401
2,43,571,571
2,44,655,655
2,45,552,552
2,46,485,485
2,47,458,458
2,48,440,440
2,49,431,431
2,50,410,410
2,51,358,358
2,52,291,291
2,53,228,228
2,54,813,813
2,55,1100,1100
2,56,1192,1192
2,57,986,986
2,58,863,863
2,59,816,816
2,60,775,775
3,1,224,224
3,2,126,126
3,3,108,108
3,4,85,85
3,5,59,59
3,6,127,127
3,7,154,154
3,8,135,135
3,9,114,114
3,10,102,102
3,11,94,94
3,12,90,90
3,13,86,86
3,14,83,83
3,15,75,75
3,16,63,63
3,17,51,51
3,18,136,136
3,19,214,214
3,20,206,206
3,21,177,177
3,22,161,161
3,23,154,154
3,24,145,145
3,25,142,142
3,26,138,138
3,27,126,126
3,28,109,109
3,29,88,88
3,30,292,292
3,31,384,384
3,32,422,422
3,33,358,358
3,34,318,318
3,35,301,301
3,36,288,288
3,37,283,283
3,38,265,265
3,39,241,241
3,40,192,192
3,41,147,147
3,42,493,493
3,43,636,636
3,44,675,675
3,45,581,581
3,46,519,519
3,47,486,486
3,48,468,468
3,49,457,457
3,50,437,437
3,51,392,392
3,52,298,298
3,53,240,240
3,54,808,808
3,55,1082,1082
3,56,1186,1186
3,57,1013,1013
3,58,882,882
3,59,836,836
3,60,806,806
4,1,225,225
4,2,118,118
4,3,104,104
4,4,88,88
4,5,59,59
4,6,150,150
4,7,198,198
4,8,200,200
4,9,166,166
4,10,147,147
4,11,135,135
4,12,127,127
4,13,121,121
4,14,118,118
4,15,104,104
4,16,85,85
4,17,66,66
4,18,207,207
4,19,264,264
4,20,291,291
4,21,251,251
4,22,219,219
4,23,212,212
4,24,199,199
4,25,194,194
4,26,185,185
4,27,161,161
4,28,135,135
4,29,100,100
4,30,379,379
4,31,494,494
4,32,547,547
4,33,458,458
4,34,411,411
4,35,386,386
4,36,370,370
4,37,359,359
4,38,342,342
4,39,309,309
4,40,251,251
4,41,198,198
4,42,658,658
4,43,906,906
4,44,977,977
4,45,803,803
4,46,722,722
4,47,671,671
4,48,650,650
4,49,638,638
4,50,603,603
4,51,547,547
4,52,443,443
4,53,349,349
4,54,1229,1229
4,55,1645,1645
