"rep","Time","Pop_size","Pop_est"
1,1,225,225
1,2,122,122
1,3,102,102
1,4,77,77
1,5,56,56
1,6,108,108
1,7,119,119
1,8,103,103
1,9,91,91
1,10,81,81
1,11,75,75
1,12,68,68
1,13,64,64
1,14,61,61
1,15,54,54
1,16,41,41
1,17,31,31
1,18,58,58
1,19,65,65
1,20,61,61
1,21,58,58
1,22,51,51
1,23,49,49
1,24,49,49
1,25,48,48
1,26,45,45
1,27,39,39
1,28,30,30
1,29,20,20
1,30,37,37
1,31,51,51
1,32,52,52
1,33,43,43
1,34,39,39
1,35,35,35
1,36,34,34
1,37,33,33
1,38,32,32
1,39,29,29
1,40,23,23
1,41,16,16
1,42,34,34
1,43,41,41
1,44,37,37
1,45,32,32
1,46,24,24
1,47,24,24
1,48,24,24
1,49,24,24
1,50,24,24
1,51,23,23
1,52,17,17
1,53,13,13
1,54,25,25
1,55,31,31
1,56,33,33
1,57,27,27
1,58,25,25
1,59,24,24
1,60,21,21
2,1,210,210
2,2,117,117
2,3,104,104
2,4,78,78
2,5,56,56
2,6,97,97
2,7,127,127
2,8,114,114
2,9,93,93
2,10,84,84
2,11,76,76
2,12,75,75
2,13,74,74
2,14,73,73
2,15,68,68
2,16,55,55
2,17,42,42
2,18,83,83
2,19,83,83
2,20,70,70
2,21,62,62
2,22,57,57
2,23,52,52
2,24,50,50
2,25,50,50
2,26,45,45
2,27,41,41
2,28,30,30
2,29,26,26
2,30,61,61
2,31,61,61
2,32,51,51
2,33,39,39
2,34,34,34
2,35,31,31
2,36,30,30
2,37,30,30
2,38,30,30
2,39,27,27
2,40,22,22
2,41,19,19
2,42,39,39
2,43,49,49
2,44,39,39
2,45,36,36
2,46,31,31
2,47,29,29
2,48,28,28
2,49,28,28
2,50,27,27
2,51,25,25
2,52,19,19
2,53,15,15
2,54,31,31
2,55,39,39
2,56,35,35
2,57,33,33
2,58,31,31
2,59,29,29
2,60,28,28
3,1,224,224
3,2,119,119
3,3,99,99
3,4,80,80
3,5,61,61
3,6,98,98
3,7,114,114
3,8,97,97
3,9,86,86
3,10,71,71
3,11,68,68
3,12,63,63
3,13,63,63
3,14,55,55
3,15,49,49
3,16,33,33
3,17,28,28
3,18,58,58
3,19,69,69
3,20,64,64
3,21,52,52
3,22,46,46
3,23,45,45
3,24,40,40
3,25,40,40
3,26,36,36
3,27,36,36
3,28,26,26
3,29,15,15
3,30,25,25
3,31,32,32
3,32,36,36
3,33,32,32
3,34,30,30
3,35,25,25
3,36,24,24
3,37,23,23
3,38,22,22
3,39,19,19
3,40,15,15
3,41,12,12
3,42,17,17
3,43,25,25
3,44,26,26
3,45,20,20
3,46,19,19
3,47,19,19
3,48,18,18
3,49,18,18
3,50,18,18
3,51,17,17
3,52,15,15
3,53,10,10
3,54,21,21
3,55,24,24
3,56,26,26
3,57,21,21
3,58,20,20
3,59,19,19
3,60,18,18
4,1,218,218
4,2,109,109
4,3,101,101
4,4,77,77
4,5,55,55
4,6,118,118
4,7,130,130
4,8,110,110
4,9,83,83
4,10,73,73
4,11,65,65
4,12,63,63
4,13,61,61
4,14,53,53
4,15,51,51
4,16,36,36
4,17,31,31
4,18,56,56
4,19,69,69
4,20,67,67
4,21,59,59
4,22,53,53
4,23,48,48
4,24,46,46
4,25,44,44
4,26,42,42
4,27,39,39
4,28,33,33
4,29,29,29
4,30,61,61
4,31,78,78
4,32,79,79
4,33,65,65
4,34,56,56
4,35,54,54
4,36,53,53
4,37,51,51
4,38,48,48
4,39,44,44
4,40,32,32
4,41,24,24
4,42,52,52
4,43,68,68
4,44,61,61
4,45,48,48
4,46,44,44
4,47,39,39
4,48,37,37
4,49,34,34
4,50,33,33
4,51,31,31
4,52,24,24
4,53,20,20
4,54,35,35
4,55,42,42
4,56,43,43
4,57,38,38
4,58,30,30
4,59,28,28
4,60,28,28
5,1,225,225
5,2,133,133
5,3,117,117
5,4,88,88
5,5,54,54
5,6,119,119
5,7,117,117
5,8,109,109
5,9,92,92
5,10,85,85
5,11,74,74
5,12,64,64
5,13,60,60
5,14,55,55
5,15,53,53
5,16,44,44
5,17,39,39
5,18,89,89
5,19,98,98
5,20,92,92
5,21,80,80
5,22,73,73
5,23,69,69
5,24,68,68
5,25,66,66
5,26,60,60
5,27,50,50
5,28,42,42
5,29,33,33
5,30,76,76
5,31,94,94
5,32,92,92
5,33,71,71
5,34,65,65
5,35,62,62
5,36,61,61
5,37,61,61
5,38,59,59
5,39,58,58
5,40,49,49
5,41,38,38
5,42,80,80
5,43,106,106
5,44,102,102
5,45,91,91
5,46,87,87
5,47,84,84
5,48,81,81
5,49,79,79
5,50,79,79
5,51,74,74
5,52,59,59
5,53,42,42
5,54,79,79
5,55,104,104
5,56,96,96
5,57,70,70
5,58,63,63
5,59,58,58
5,60,54,54
6,1,213,213
6,2,116,116
6,3,105,105
6,4,80,80
6,5,60,60
6,6,129,129
6,7,143,143
6,8,118,118
6,9,105,105
6,10,86,86
6,11,80,80
6,12,73,73
6,13,69,69
6,14,65,65
6,15,56,56
6,16,41,41
6,17,29,29
6,18,57,57
6,19,68,68
6,20,70,70
6,21,57,57
6,22,48,48
6,23,41,41
6,24,41,41
6,25,41,41
6,26,38,38
6,27,36,36
6,28,25,25
6,29,18,18
6,30,42,42
6,31,54,54
6,32,50,50
6,33,44,44
6,34,41,41
6,35,41,41
6,36,41,41
6,37,41,41
6,38,38,38
6,39,32,32
6,40,27,27
6,41,21,21
6,42,47,47
6,43,52,52
6,44,51,51
6,45,48,48
6,46,45,45
6,47,40,40
6,48,36,36
6,49,36,36
6,50,34,34
6,51,31,31
6,52,30,30
6,53,23,23
6,54,47,47
6,55,60,60
6,56,54,54
6,57,45,45
6,58,36,36
6,59,34,34
6,60,33,33
7,1,218,218
7,2,133,133
7,3,115,115
7,4,88,88
7,5,62,62
7,6,123,123
7,7,154,154
7,8,138,138
7,9,106,106
7,10,89,89
7,11,82,82
7,12,80,80
7,13,76,76
7,14,72,72
7,15,66,66
7,16,60,60
7,17,48,48
7,18,100,100
7,19,115,115
7,20,105,105
7,21,97,97
7,22,93,93
7,23,91,91
7,24,90,90
7,25,88,88
7,26,80,80
7,27,72,72
7,28,53,53
7,29,32,32
7,30,79,79
7,31,84,84
7,32,73,73
7,33,60,60
7,34,54,54
7,35,50,50
7,36,49,49
7,37,48,48
7,38,46,46
