"rep","Time","Pop_size","Pop_est"
1,1,23,23
1,2,21,21
1,3,20,20
1,4,16,16
1,5,14,14
1,6,28,28
1,7,52,52
1,8,43,43
1,9,39,39
1,10,36,36
1,11,36,36
1,12,33,33
1,13,32,32
1,14,32,32
1,15,27,27
1,16,23,23
1,17,18,18
1,18,31,31
1,19,62,62
1,20,52,52
1,21,47,47
1,22,44,44
1,23,44,44
1,24,42,42
1,25,42,42
1,26,42,42
1,27,37,37
1,28,30,30
1,29,26,26
1,30,49,49
1,31,83,83
1,32,66,66
1,33,60,60
1,34,50,50
1,35,50,50
1,36,49,49
1,37,48,48
1,38,47,47
1,39,40,40
1,40,33,33
1,41,27,27
1,42,51,51
1,43,106,106
1,44,88,88
1,45,77,77
1,46,72,72
1,47,67,67
1,48,64,64
2,1,26,26
2,2,24,24
2,3,18,18
2,4,16,16
2,5,13,13
2,6,26,26
2,7,48,48
2,8,41,41
2,9,34,34
2,10,29,29
2,11,25,25
2,12,24,24
2,13,22,22
2,14,19,19
2,15,17,17
2,16,13,13
2,17,13,13
2,18,28,28
2,19,52,52
2,20,37,37
2,21,32,32
2,22,30,30
2,23,27,27
2,24,26,26
2,25,26,26
2,26,26,26
2,27,25,25
2,28,14,14
2,29,12,12
2,30,24,24
2,31,48,48
2,32,39,39
2,33,37,37
2,34,33,33
2,35,31,31
2,36,26,26
2,37,26,26
2,38,25,25
2,39,23,23
2,40,18,18
2,41,12,12
2,42,26,26
2,43,48,48
2,44,41,41
2,45,35,35
2,46,31,31
2,47,28,28
2,48,28,28
3,1,28,28
3,2,25,25
3,3,22,22
3,4,16,16
3,5,13,13
3,6,26,26
3,7,47,47
3,8,43,43
3,9,36,36
3,10,33,33
3,11,32,32
3,12,32,32
3,13,30,30
3,14,28,28
3,15,26,26
3,16,23,23
3,17,19,19
3,18,34,34
3,19,68,68
3,20,56,56
3,21,48,48
3,22,43,43
3,23,42,42
3,24,42,42
3,25,42,42
3,26,39,39
3,27,35,35
3,28,30,30
3,29,28,28
3,30,61,61
3,31,111,111
3,32,92,92
3,33,85,85
3,34,75,75
3,35,64,64
3,36,60,60
3,37,59,59
3,38,56,56
3,39,51,51
3,40,42,42
3,41,35,35
3,42,67,67
3,43,142,142
3,44,117,117
3,45,101,101
3,46,90,90
3,47,88,88
3,48,84,84
4,1,28,28
4,2,27,27
4,3,22,22
4,4,15,15
4,5,13,13
4,6,29,29
4,7,54,54
4,8,45,45
4,9,39,39
4,10,35,35
4,11,33,33
4,12,31,31
4,13,30,30
4,14,27,27
4,15,23,23
4,16,19,19
4,17,14,14
4,18,23,23
4,19,43,43
4,20,35,35
4,21,31,31
4,22,29,29
4,23,28,28
4,24,25,25
4,25,25,25
4,26,24,24
4,27,21,21
4,28,16,16
4,29,13,13
4,30,31,31
4,31,51,51
4,32,36,36
4,33,33,33
4,34,31,31
4,35,28,28
4,36,28,28
4,37,27,27
4,38,25,25
4,39,22,22
4,40,20,20
4,41,17,17
4,42,34,34
4,43,69,69
4,44,57,57
4,45,49,49
4,46,45,45
4,47,45,45
4,48,45,45
5,1,29,29
5,2,27,27
5,3,22,22
5,4,16,16
5,5,13,13
5,6,32,32
5,7,58,58
5,8,47,47
5,9,38,38
5,10,32,32
5,11,30,30
5,12,26,26
5,13,24,24
5,14,23,23
5,15,20,20
5,16,16,16
5,17,11,11
5,18,24,24
5,19,44,44
5,20,38,38
5,21,36,36
5,22,32,32
5,23,30,30
5,24,30,30
5,25,30,30
5,26,30,30
5,27,25,25
5,28,21,21
5,29,16,16
5,30,33,33
5,31,63,63
5,32,54,54
5,33,44,44
5,34,39,39
5,35,37,37
5,36,36,36
5,37,36,36
5,38,30,30
5,39,27,27
5,40,23,23
5,41,18,18
5,42,31,31
5,43,72,72
5,44,59,59
5,45,51,51
5,46,46,46
5,47,41,41
5,48,40,40
6,1,28,28
6,2,25,25
6,3,20,20
6,4,17,17
6,5,14,14
6,6,29,29
6,7,65,65
6,8,48,48
6,9,43,43
6,10,41,41
6,11,41,41
6,12,39,39
6,13,36,36
6,14,34,34
6,15,27,27
6,16,19,19
6,17,14,14
6,18,25,25
6,19,44,44
6,20,31,31
6,21,29,29
6,22,28,28
6,23,24,24
6,24,20,20
6,25,20,20
6,26,20,20
6,27,16,16
6,28,14,14
6,29,13,13
6,30,27,27
6,31,44,44
6,32,40,40
6,33,38,38
6,34,37,37
6,35,34,34
6,36,33,33
6,37,32,32
6,38,31,31
6,39,30,30
6,40,23,23
6,41,18,18
6,42,38,38
6,43,63,63
6,44,56,56
6,45,51,51
6,46,45,45
6,47,42,42
6,48,41,41
7,1,24,24
7,2,22,22
7,3,17,17
7,4,14,14
7,5,9,9
7,6,19,19
7,7,42,42
7,8,33,33
7,9,25,25
7,10,22,22
7,11,19,19
7,12,18,18
7,13,16,16
7,14,15,15
7,15,14,14
7,16,12,12
7,17,9,9
7,18,9,9
7,19,21,21
7,20,16,16
7,21,15,15
7,22,12,12
7,23,11,11
7,24,11,11
7,25,11,11
7,26,11,11
7,27,11,11
7,28,8,8
7,29,7,7
7,30,16,16
7,31,38,38
7,32,31,31
7,33,28,28
7,34,26,26
7,35,26,26
7,36,25,25
7,37,25,25
7,38,22,22
7,39,22,22
7,40,18,18
7,41,15,15
7,42,38,38
7,43,69,69
7,44,53,53
7,45,48,48
7,46,39,39
7,47,37,37
7,48,36,36
8,1,25,25
8,2,22,22
8,3,19,19
8,4,14,14
8,5,12,12
8,6,18,18
8,7,25,25
8,8,22,22
8,9,21,21
8,10,18,18
8,11,17,17
8,12,17,17
8,13,17,17
8,14,14,14
8,15,12,12
8,16,11,11
8,17,7,7
8,18,8,8
8,19,13,13
8,20,12,12
8,21,7,7
8,22,5,5
8,23,5,5
8,24,4,4
8,25,4,4
8,26,3,3
8,27,3,3
8,28,3,3
8,29,2,2
8,30,3,3
8,31,5,5
8,32,5,5
8,33,4,4
8,34,4,4
8,35,3,3
8,36,3,3
8,37,3,3
8,38,2,2
8,39,0,0
8,40,0,0
8,41,0,0
8,42,0,0
8,43,0,0
8,44,0,0
8,45,0,0
8,46,0,0
8,47,0,0
8,48,0,0
9,1,26,26
9,2,26,26
9,3,20,20
9,4,18,18
9,5,14,14
9,6,28,28
9,7,52,52
9,8,40,40
9,9,35,35
9,10,33,33
9,11,31,31
9,12,31,31
9,13,31,31
9,14,30,30
9,15,27,27
9,16,21,21
9,17,17,17
9,18,26,26
9,19,48,48
9,20,37,37
9,21,31,31
9,22,29,29
9,23,27,27
9,24,25,25
9,25,25,25
9,26,25,25
9,27,22,22
9,28,18,18
9,29,16,16
9,30,36,36
9,31,69,69
9,32,54,54
9,33,44,44
9,34,37,37
9,35,36,36
9,36,35,35
9,37,35,35
9,38,34,34
9,39,32,32
9,40,23,23
9,41,19,19
9,42,34,34
9,43,74,74
9,44,59,59
9,45,49,49
9,46,45,45
9,47,42,42
9,48,41,41
10,1,27,27
10,2,25,25
10,3,19,19
10,4,14,14
10,5,8,8
10,6,10,10
10,7,21,21
10,8,17,17
10,9,13,13
10,10,9,9
10,11,8,8
10,12,7,7
10,13,7,7
10,14,6,6
10,15,6,6
10,16,5,5
10,17,4,4
10,18,6,6
10,19,11,11
10,20,9,9
10,21,9,9
10,22,7,7
10,23,7,7
10,24,6,6
10,25,5,5
10,26,5,5
10,27,4,4
10,28,3,3
10,29,2,2
10,30,2,2
10,31,4,4
10,32,4,4
10,33,4,4
10,34,4,4
10,35,4,4
10,36,4,4
10,37,4,4
10,38,4,4
10,39,4,4
10,40,3,3
10,41,2,2
10,42,3,3
10,43,6,6
10,44,3,3
10,45,3,3
10,46,3,3
10,47,3,3
10,48,3,3
11,1,28,28
11,2,23,23
11,3,21,21
11,4,15,15
11,5,11,11
11,6,20,20
11,7,42,42
11,8,31,31
11,9,24,24
11,10,21,21
11,11,19,19
11,12,18,18
11,13,18,18
11,14,18,18
11,15,13,13
11,16,11,11
11,17,8,8
11,18,21,21
11,19,41,41
11,20,33,33
11,21,30,30
11,22,30,30
11,23,30,30
11,24,26,26
11,25,25,25
11,26,22,22
11,27,20,20
11,28,17,17
11,29,15,15
11,30,32,32
11,31,56,56
11,32,49,49
11,33,37,37
11,34,34,34
11,35,30,30
11,36,28,28
11,37,27,27
11,38,25,25
11,39,23,23
11,40,19,19
11,41,17,17
11,42,32,32
11,43,65,65
11,44,53,53
11,45,49,49
11,46,44,44
11,47,42,42
11,48,39,39
12,1,28,28
12,2,25,25
12,3,22,22
12,4,19,19
12,5,15,15
12,6,27,27
12,7,56,56
12,8,48,48
12,9,42,42
12,10,38,38
12,11,34,34
12,12,31,31
12,13,31,31
12,14,31,31
12,15,29,29
12,16,23,23
12,17,21,21
12,18,47,47
12,19,81,81
12,20,72,72
12,21,65,65
12,22,57,57
12,23,55,55
12,24,53,53
12,25,52,52
12,26,52,52
12,27,50,50
12,28,34,34
12,29,29,29
12,30,53,53
12,31,93,93
12,32,83,83
12,33,75,75
12,34,68,68
12,35,64,64
12,36,56,56
12,37,55,55
12,38,48,48
12,39,46,46
12,40,35,35
12,41,29,29
12,42,48,48
12,43,99,99
12,44,80,80
12,45,62,62
12,46,52,52
12,47,48,48
12,48,48,48
13,1,22,22
13,2,21,21
13,3,13,13
13,4,10,10
13,5,10,10
13,6,20,20
13,7,45,45
13,8,41,41
13,9,35,35
13,10,31,31
13,11,28,28
13,12,26,26
13,13,25,25
13,14,25,25
13,15,24,24
13,16,16,16
13,17,14,14
13,18,25,25
13,19,52,52
13,20,37,37
13,21,28,28
13,22,24,24
13,23,23,23
13,24,20,20
13,25,19,19
13,26,17,17
13,27,15,15
13,28,13,13
13,29,11,11
13,30,23,23
13,31,51,51
13,32,42,42
13,33,35,35
13,34,30,30
13,35,30,30
13,36,24,24
13,37,24,24
13,38,22,22
13,39,22,22
13,40,20,20
13,41,16,16
13,42,29,29
13,43,45,45
13,44,40,40
13,45,32,32
13,46,28,28
13,47,28,28
13,48,27,27
14,1,25,25
14,2,22,22
14,3,17,17
14,4,14,14
14,5,12,12
14,6,12,12
14,7,24,24
14,8,19,19
14,9,17,17
14,10,12,12
14,11,12,12
14,12,10,10
14,13,9,9
14,14,8,8
14,15,6,6
14,16,6,6
14,17,4,4
14,18,7,7
14,19,10,10
14,20,10,10
14,21,9,9
14,22,9,9
14,23,8,8
14,24,8,8
14,25,8,8
14,26,8,8
14,27,7,7
14,28,5,5
14,29,5,5
14,30,10,10
14,31,17,17
14,32,15,15
14,33,14,14
14,34,14,14
14,35,14,14
14,36,13,13
14,37,13,13
14,38,11,11
14,39,8,8
14,40,6,6
14,41,6,6
14,42,16,16
14,43,30,30
14,44,23,23
14,45,20,20
14,46,19,19
14,47,17,17
14,48,16,16
15,1,24,24
15,2,22,22
15,3,18,18
15,4,13,13
15,5,8,8
15,6,12,12
15,7,25,25
15,8,22,22
15,9,20,20
15,10,19,19
15,11,19,19
15,12,19,19
15,13,19,19
15,14,17,17
15,15,15,15
15,16,14,14
15,17,10,10
15,18,24,24
15,19,43,43
15,20,39,39
15,21,34,34
15,22,29,29
15,23,29,29
15,24,29,29
15,25,26,26
15,26,25,25
15,27,21,21
15,28,19,19
15,29,18,18
15,30,35,35
15,31,66,66
15,32,59,59
15,33,48,48
15,34,44,44
15,35,42,42
15,36,41,41
15,37,41,41
15,38,40,40
15,39,39,39
15,40,34,34
15,41,28,28
15,42,51,51
15,43,106,106
15,44,88,88
15,45,78,78
15,46,69,69
15,47,65,65
15,48,61,61
16,1,28,28
16,2,24,24
16,3,21,21
16,4,16,16
16,5,12,12
16,6,19,19
16,7,40,40
16,8,32,32
16,9,29,29
16,10,23,23
16,11,22,22
16,12,21,21
16,13,21,21
16,14,20,20
16,15,19,19
16,16,13,13
16,17,12,12
16,18,21,21
16,19,37,37
16,20,30,30
16,21,27,27
16,22,25,25
16,23,25,25
16,24,24,24
16,25,23,23
16,26,22,22
16,27,21,21
16,28,13,13
16,29,10,10
16,30,28,28
16,31,60,60
16,32,54,54
16,33,48,48
16,34,46,46
16,35,45,45
16,36,42,42
16,37,41,41
16,38,38,38
16,39,31,31
16,40,23,23
16,41,20,20
16,42,45,45
16,43,83,83
16,44,71,71
16,45,60,60
16,46,53,53
16,47,51,51
16,48,49,49
17,1,22,22
17,2,22,22
17,3,17,17
17,4,15,15
17,5,14,14
17,6,30,30
17,7,67,67
17,8,55,55
17,9,44,44
17,10,40,40
17,11,40,40
17,12,39,39
17,13,39,39
17,14,37,37
17,15,31,31
17,16,25,25
17,17,19,19
17,18,40,40
17,19,74,74
17,20,64,64
17,21,56,56
17,22,47,47
17,23,45,45
17,24,44,44
17,25,44,44
17,26,43,43
17,27,37,37
17,28,27,27
17,29,22,22
17,30,42,42
17,31,73,73
17,32,53,53
17,33,50,50
17,34,44,44
17,35,42,42
17,36,38,38
17,37,37,37
17,38,36,36
17,39,34,34
17,40,26,26
17,41,23,23
17,42,41,41
17,43,90,90
17,44,76,76
17,45,64,64
17,46,57,57
17,47,54,54
17,48,52,52
18,1,26,26
18,2,25,25
18,3,25,25
18,4,21,21
18,5,14,14
18,6,22,22
18,7,36,36
18,8,29,29
18,9,26,26
18,10,23,23
18,11,21,21
18,12,20,20
18,13,19,19
18,14,18,18
18,15,16,16
18,16,12,12
18,17,11,11
18,18,18,18
18,19,36,36
18,20,33,33
18,21,29,29
18,22,25,25
18,23,23,23
18,24,22,22
18,25,21,21
18,26,18,18
18,27,15,15
18,28,11,11
18,29,6,6
18,30,13,13
18,31,25,25
18,32,19,19
18,33,18,18
18,34,16,16
18,35,14,14
18,36,13,13
18,37,13,13
18,38,13,13
18,39,13,13
18,40,10,10
18,41,10,10
18,42,24,24
18,43,43,43
18,44,33,33
18,45,31,31
18,46,28,28
18,47,26,26
18,48,26,26
19,1,20,20
19,2,20,20
19,3,19,19
19,4,15,15
19,5,10,10
19,6,15,15
19,7,25,25
19,8,20,20
19,9,18,18
19,10,17,17
19,11,15,15
19,12,13,13
19,13,13,13
19,14,13,13
19,15,9,9
19,16,5,5
19,17,4,4
19,18,9,9
19,19,16,16
19,20,14,14
19,21,12,12
19,22,10,10
19,23,9,9
19,24,8,8
19,25,8,8
19,26,7,7
19,27,6,6
19,28,4,4
19,29,3,3
19,30,9,9
19,31,19,19
19,32,15,15
19,33,12,12
19,34,11,11
19,35,11,11
19,36,10,10
19,37,10,10
19,38,8,8
19,39,7,7
19,40,6,6
19,41,5,5
19,42,8,8
19,43,13,13
19,44,12,12
19,45,11,11
19,46,11,11
19,47,10,10
19,48,10,10
20,1,25,25
20,2,23,23
20,3,22,22
20,4,15,15
20,5,11,11
20,6,21,21
20,7,35,35
20,8,31,31
20,9,26,26
20,10,22,22
20,11,20,20
20,12,17,17
20,13,17,17
20,14,17,17
20,15,16,16
20,16,13,13
20,17,10,10
20,18,22,22
20,19,49,49
20,20,43,43
20,21,34,34
20,22,29,29
20,23,28,28
20,24,27,27
20,25,27,27
20,26,27,27
20,27,25,25
20,28,18,18
20,29,13,13
20,30,21,21
20,31,38,38
20,32,36,36
20,33,34,34
20,34,28,28
20,35,25,25
20,36,25,25
20,37,23,23
20,38,22,22
20,39,21,21
20,40,16,16
20,41,14,14
20,42,24,24
20,43,54,54
20,44,42,42
20,45,37,37
20,46,35,35
20,47,30,30
20,48,29,29
21,1,26,26
21,2,23,23
21,3,19,19
21,4,15,15
21,5,11,11
21,6,18,18
21,7,34,34
21,8,30,30
21,9,24,24
21,10,16,16
21,11,14,14
21,12,14,14
21,13,14,14
21,14,14,14
21,15,12,12
21,16,11,11
21,17,8,8
21,18,12,12
21,19,26,26
21,20,22,22
21,21,19,19
21,22,19,19
21,23,18,18
21,24,18,18
21,25,17,17
21,26,17,17
21,27,17,17
21,28,16,16
21,29,14,14
21,30,34,34
21,31,59,59
21,32,51,51
21,33,45,45
21,34,38,38
21,35,33,33
21,36,32,32
21,37,32,32
21,38,31,31
21,39,28,28
21,40,27,27
21,41,22,22
21,42,48,48
21,43,103,103
21,44,88,88
21,45,75,75
21,46,67,67
21,47,65,65
21,48,60,60
22,1,25,25
22,2,23,23
22,3,18,18
22,4,16,16
22,5,14,14
22,6,26,26
22,7,51,51
22,8,41,41
22,9,36,36
22,10,32,32
22,11,29,29
22,12,28,28
22,13,28,28
22,14,25,25
22,15,22,22
22,16,19,19
22,17,13,13
22,18,19,19
22,19,29,29
22,20,25,25
22,21,22,22
22,22,21,21
22,23,19,19
22,24,19,19
22,25,19,19
22,26,19,19
22,27,17,17
22,28,14,14
22,29,13,13
22,30,33,33
22,31,59,59
22,32,52,52
